,ds,y,trajet_trajet_personnel,luminosite_Nuit sans éclairage public ou non allumé,luminosite_Crépuscule ou aube,type_collision_Deux véhicules – par l’arrière,type_collision_Deux véhicules - frontale,nom_dep_Bas_Rhin,nom_dep_Val_d_Oise,nom_dep_Ain,nom_dep_Yonne,region_Provence_Aples_Côte_d_Azur,vitesse_maximale_autorisee_80,heure
445,2020-03-21,0.0,9.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,16.0
446,2020-03-22,1.0,21.0,13.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,17.0
447,2020-03-23,2.0,16.0,4.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,5.0,17.0
448,2020-03-24,3.0,10.0,2.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,1.0,12.0
449,2020-03-25,5.0,12.0,3.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,4.0,5.0,11.0
450,2020-03-26,3.0,12.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,16.0
451,2020-03-27,3.0,28.0,8.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,15.0
452,2020-03-28,5.0,26.0,10.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,8.0,16.0
453,2020-03-29,1.0,12.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,11.5
454,2020-03-30,4.0,33.0,10.0,3.0,6.0,4.0,0.0,7.0,0.0,0.0,5.0,17.0,17.5
455,2020-03-31,4.0,9.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,9.0,16.0
456,2020-04-01,8.0,127.0,52.0,22.0,35.0,30.0,0.0,1.0,0.0,0.0,20.0,34.0,14.0
457,2020-04-02,11.0,95.0,26.0,23.0,31.0,30.0,11.0,5.0,2.0,0.0,50.0,51.0,13.0
458,2020-04-03,7.0,114.0,39.0,23.0,50.0,33.0,0.0,10.0,8.0,0.0,43.0,36.0,14.0
459,2020-04-04,3.0,15.0,8.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,14.0,17.0
460,2020-04-05,2.0,27.0,10.0,3.0,14.0,18.0,0.0,1.0,3.0,0.0,11.0,17.0,14.0
461,2020-04-06,5.0,90.0,5.0,9.0,30.0,30.0,3.0,0.0,5.0,0.0,23.0,35.0,13.0
462,2020-04-07,17.0,245.0,39.0,36.0,66.0,33.0,8.0,0.0,13.0,0.0,55.0,91.0,15.0
463,2020-04-08,12.0,116.0,22.0,12.0,65.0,38.0,2.0,0.0,5.0,5.0,31.0,46.0,15.0
464,2020-04-09,13.0,190.0,39.0,36.0,57.0,41.0,9.0,0.0,2.0,0.0,47.0,64.0,15.0
465,2020-04-10,4.0,113.0,33.0,16.0,27.0,25.0,4.0,1.0,2.0,2.0,19.0,29.0,15.0
466,2020-04-11,7.0,50.0,10.0,7.0,15.0,14.0,2.0,6.0,0.0,0.0,10.0,12.0,14.0
467,2020-04-12,8.0,134.0,78.0,32.0,39.0,60.0,0.0,3.0,5.0,1.0,29.0,65.0,15.0
468,2020-04-13,4.0,21.0,10.0,2.0,4.0,5.0,0.0,2.0,2.0,0.0,2.0,2.0,19.0
469,2020-04-14,5.0,35.0,4.0,3.0,13.0,17.0,6.0,2.0,0.0,0.0,8.0,24.0,14.0
470,2020-04-15,6.0,24.0,10.0,4.0,2.0,14.0,0.0,0.0,2.0,0.0,0.0,15.0,14.0
471,2020-04-16,3.0,31.0,8.0,2.0,9.0,3.0,0.0,0.0,3.0,0.0,5.0,16.0,15.5
472,2020-04-17,4.0,36.0,6.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,14.0,14.0,16.0
473,2020-04-18,5.0,32.0,5.0,5.0,8.0,8.0,1.0,2.0,2.0,0.0,2.0,9.0,18.0
474,2020-04-19,1.0,7.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,18.0
475,2020-04-20,4.0,33.0,3.0,8.0,8.0,7.0,2.0,2.0,0.0,0.0,5.0,22.0,17.0
476,2020-04-21,3.0,22.0,9.0,6.0,10.0,12.0,0.0,0.0,0.0,0.0,6.0,12.0,14.0
477,2020-04-22,1.0,38.0,7.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,4.0,21.0,17.0
478,2020-04-23,5.0,28.0,11.0,11.0,4.0,8.0,0.0,0.0,2.0,3.0,2.0,15.0,16.0
479,2020-04-24,3.0,38.0,10.0,5.0,10.0,11.0,3.0,0.0,0.0,0.0,10.0,20.0,15.0
480,2020-04-25,6.0,44.0,7.0,4.0,2.0,12.0,2.0,0.0,2.0,1.0,4.0,23.0,14.5
481,2020-04-26,6.0,39.0,8.0,4.0,4.0,6.0,3.0,0.0,1.0,0.0,5.0,12.0,16.0
482,2020-04-27,3.0,20.0,2.0,6.0,6.0,12.0,1.0,0.0,0.0,0.0,4.0,14.0,13.0
483,2020-04-28,1.0,18.0,3.0,6.0,14.0,6.0,0.0,0.0,0.0,0.0,7.0,14.0,13.0
484,2020-04-29,6.0,30.0,9.0,9.0,8.0,8.0,0.0,2.0,0.0,2.0,3.0,12.0,15.0
485,2020-04-30,4.0,34.0,3.0,8.0,9.0,19.0,2.0,0.0,3.0,0.0,4.0,11.0,15.0
486,2020-05-01,11.0,153.0,57.0,19.0,31.0,18.0,0.0,4.0,7.0,2.0,34.0,55.0,14.0
487,2020-05-02,8.0,121.0,35.0,19.0,29.0,48.0,8.0,3.0,3.0,3.0,24.0,51.0,15.0
488,2020-05-03,4.0,117.0,38.0,40.0,52.0,41.0,3.0,8.0,0.0,2.0,26.0,39.0,14.0
489,2020-05-04,4.0,29.0,5.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,10.0,15.0
490,2020-05-05,3.0,34.0,4.0,11.0,16.0,7.0,1.0,4.0,1.0,1.0,8.0,23.0,16.0
491,2020-05-06,3.0,90.0,16.0,13.0,37.0,16.0,8.0,1.0,0.0,0.0,20.0,31.0,15.0
492,2020-05-07,10.0,271.0,44.0,21.0,25.0,67.0,2.0,2.0,8.0,0.0,39.0,93.0,14.0
493,2020-05-08,8.0,181.0,27.0,21.0,62.0,42.0,5.0,5.0,8.0,0.0,34.0,63.0,16.0
494,2020-05-09,9.0,220.0,50.0,11.0,49.0,34.0,0.0,3.0,2.0,0.0,39.0,76.0,15.0
495,2020-05-10,13.0,114.0,25.0,23.0,40.0,31.0,1.0,13.0,0.0,2.0,31.0,42.0,13.0
496,2020-05-11,6.0,51.0,14.0,21.0,9.0,25.0,4.0,0.0,2.0,0.0,17.0,35.0,13.0
497,2020-05-12,5.0,115.0,46.0,8.0,17.0,38.0,2.0,1.0,0.0,0.0,35.0,40.0,14.0
498,2020-05-13,7.0,77.0,12.0,8.0,22.0,36.0,5.0,0.0,0.0,0.0,11.0,31.0,14.0
499,2020-05-14,4.0,78.0,5.0,3.0,47.0,17.0,0.0,2.0,2.0,4.0,16.0,31.0,15.0
500,2020-05-15,7.0,111.0,11.0,14.0,35.0,26.0,4.0,7.0,2.0,0.0,24.0,31.0,16.0
501,2020-05-16,10.0,165.0,17.0,17.0,35.0,29.0,5.0,5.0,5.0,0.0,12.0,68.0,15.0
502,2020-05-17,10.0,198.0,24.0,17.0,33.0,35.0,3.0,14.0,2.0,0.0,32.0,88.0,16.0
503,2020-05-18,13.0,106.0,8.0,12.0,33.0,42.0,7.0,6.0,0.0,3.0,20.0,60.0,16.0
504,2020-05-19,9.0,122.0,9.0,3.0,53.0,37.0,7.0,5.0,3.0,0.0,23.0,37.0,15.0
505,2020-05-20,11.0,162.0,13.0,6.0,66.0,51.0,10.0,0.0,3.0,0.0,19.0,67.0,15.0
506,2020-05-21,11.0,154.0,19.0,4.0,28.0,23.0,3.0,4.0,6.0,0.0,28.0,52.0,17.0
507,2020-05-22,12.0,122.0,7.0,11.0,33.0,36.0,5.0,1.0,3.0,0.0,28.0,37.0,15.0
508,2020-05-23,8.0,112.0,10.0,7.0,32.0,39.0,2.0,1.0,2.0,1.0,23.0,36.0,15.0
509,2020-05-24,15.0,198.0,27.0,21.0,49.0,38.0,7.0,4.0,2.0,0.0,36.0,87.0,17.0
510,2020-05-25,4.0,99.0,2.0,11.0,48.0,28.0,2.0,0.0,4.0,0.0,23.0,45.0,15.0
511,2020-05-26,5.0,117.0,15.0,17.0,33.0,22.0,5.0,1.0,2.0,0.0,23.0,39.0,14.0
512,2020-05-27,11.0,123.0,19.0,13.0,40.0,39.0,7.0,9.0,1.0,0.0,29.0,48.0,15.0
513,2020-05-28,6.0,132.0,12.0,27.0,44.0,42.0,1.0,7.0,2.0,0.0,31.0,46.0,15.0
514,2020-05-29,11.0,160.0,17.0,17.0,64.0,29.0,3.0,22.0,2.0,4.0,16.0,62.0,15.0
515,2020-05-30,10.0,203.0,26.0,9.0,53.0,36.0,6.0,2.0,5.0,2.0,34.0,52.0,15.0
516,2020-05-31,14.0,229.0,27.0,15.0,41.0,55.0,3.0,5.0,5.0,8.0,53.0,102.0,16.0
517,2020-06-01,5.0,117.0,59.0,29.0,56.0,26.0,5.0,6.0,2.0,4.0,31.0,48.0,13.0
518,2020-06-02,6.0,123.0,38.0,46.0,49.0,24.0,2.0,3.0,2.0,0.0,43.0,32.0,14.0
519,2020-06-03,11.0,158.0,40.0,35.0,81.0,46.0,5.0,2.0,0.0,3.0,39.0,62.0,14.0
520,2020-06-04,3.0,13.0,8.0,3.0,8.0,4.0,0.0,2.0,0.0,0.0,4.0,7.0,13.0
521,2020-06-05,7.0,58.0,9.0,2.0,10.0,24.0,2.0,5.0,0.0,0.0,14.0,26.0,15.0
522,2020-06-06,6.0,222.0,31.0,20.0,43.0,25.0,6.0,6.0,2.0,0.0,50.0,56.0,14.0
523,2020-06-07,9.0,136.0,16.0,12.0,46.0,26.0,12.0,3.0,6.0,0.0,30.0,68.0,16.0
524,2020-06-08,6.0,172.0,18.0,10.0,76.0,31.0,7.0,6.0,13.0,0.0,34.0,57.0,14.0
525,2020-06-09,9.0,207.0,57.0,14.0,43.0,43.0,0.0,3.0,0.0,0.0,29.0,58.0,15.0
526,2020-06-10,8.0,130.0,45.0,23.0,45.0,43.0,5.0,3.0,1.0,2.0,26.0,38.0,13.0
527,2020-06-11,6.0,76.0,28.0,25.0,44.0,28.0,4.0,7.0,2.0,5.0,22.0,25.0,14.0
528,2020-06-12,9.0,116.0,57.0,3.0,32.0,21.0,2.0,6.0,0.0,0.0,34.0,20.0,14.0
529,2020-06-13,10.0,168.0,48.0,14.0,39.0,45.0,6.0,3.0,5.0,0.0,21.0,73.0,15.0
530,2020-06-14,10.0,210.0,43.0,17.0,61.0,21.0,3.0,11.0,4.0,1.0,31.0,60.0,16.0
531,2020-06-15,7.0,126.0,8.0,10.0,45.0,38.0,4.0,0.0,6.0,0.0,50.0,40.0,15.0
532,2020-06-16,6.0,107.0,13.0,6.0,40.0,32.0,2.0,3.0,0.0,0.0,35.0,47.0,14.0
533,2020-06-17,7.0,90.0,5.0,15.0,35.0,31.0,4.0,2.0,0.0,3.0,40.0,36.0,15.0
534,2020-06-18,6.0,112.0,7.0,15.0,55.0,20.0,2.0,0.0,5.0,3.0,55.0,32.0,15.0
535,2020-06-19,16.0,150.0,11.0,11.0,34.0,32.0,4.0,6.0,6.0,0.0,46.0,64.0,15.0
536,2020-06-20,12.0,239.0,40.0,18.0,61.0,31.0,4.0,2.0,3.0,3.0,45.0,92.0,14.0
537,2020-06-21,9.0,220.0,27.0,18.0,31.0,40.0,5.0,8.0,5.0,0.0,46.0,64.0,14.0
538,2020-06-22,5.0,124.0,18.0,15.0,50.0,33.0,1.0,2.0,0.0,0.0,31.0,48.0,14.0
539,2020-06-23,6.0,132.0,5.0,4.0,51.0,26.0,0.0,9.0,4.0,2.0,52.0,45.0,14.0
540,2020-06-24,11.0,167.0,13.0,8.0,55.0,45.0,13.0,6.0,2.0,0.0,34.0,79.0,16.0
541,2020-06-25,4.0,154.0,12.0,18.0,67.0,35.0,10.0,2.0,0.0,0.0,28.0,55.0,14.5
542,2020-06-26,8.0,122.0,20.0,11.0,37.0,30.0,0.0,11.0,1.0,2.0,26.0,41.0,15.0
543,2020-06-27,11.0,212.0,38.0,17.0,46.0,45.0,1.0,6.0,2.0,0.0,48.0,77.0,15.0
544,2020-06-28,9.0,228.0,28.0,18.0,28.0,44.0,2.0,2.0,0.0,5.0,53.0,108.0,15.0
545,2020-06-29,4.0,120.0,11.0,9.0,29.0,30.0,5.0,13.0,0.0,0.0,40.0,36.0,14.0
546,2020-06-30,13.0,144.0,1.0,14.0,63.0,18.0,0.0,0.0,0.0,4.0,47.0,39.0,15.0
547,2020-07-01,12.0,106.0,74.0,24.0,31.0,27.0,7.0,4.0,4.0,4.0,40.0,42.0,14.0
548,2020-07-02,7.0,156.0,65.0,21.0,76.0,45.0,2.0,1.0,2.0,0.0,39.0,53.0,15.0
549,2020-07-03,8.0,216.0,66.0,17.0,36.0,42.0,5.0,2.0,0.0,0.0,42.0,47.0,13.0
550,2020-07-04,5.0,18.0,7.0,5.0,6.0,7.0,0.0,0.0,1.0,0.0,7.0,9.0,13.0
551,2020-07-05,6.0,43.0,6.0,12.0,27.0,25.0,4.0,0.0,3.0,0.0,11.0,22.0,15.0
552,2020-07-06,8.0,146.0,22.0,18.0,19.0,37.0,3.0,4.0,0.0,0.0,29.0,42.0,13.0
553,2020-07-07,11.0,166.0,34.0,15.0,87.0,66.0,14.0,0.0,3.0,0.0,58.0,34.0,16.0
554,2020-07-08,8.0,141.0,34.0,23.0,44.0,56.0,1.0,6.0,4.0,0.0,41.0,51.0,16.0
555,2020-07-09,14.0,160.0,13.0,13.0,55.0,47.0,2.0,3.0,0.0,1.0,50.0,61.0,14.0
556,2020-07-10,8.0,126.0,30.0,32.0,75.0,35.0,2.0,1.0,3.0,0.0,30.0,41.0,15.0
557,2020-07-11,9.0,71.0,33.0,13.0,22.0,17.0,0.0,2.0,0.0,0.0,3.0,22.0,15.0
558,2020-07-12,8.0,87.0,31.0,40.0,53.0,17.0,0.0,2.0,2.0,0.0,39.0,28.0,15.0
559,2020-07-13,9.0,173.0,22.0,17.0,43.0,39.0,0.0,4.0,0.0,2.0,47.0,52.0,14.0
560,2020-07-14,19.0,166.0,25.0,9.0,27.0,27.0,0.0,2.0,1.0,3.0,37.0,87.0,16.0
561,2020-07-15,8.0,114.0,14.0,16.0,44.0,22.0,0.0,4.0,2.0,0.0,41.0,51.0,14.0
562,2020-07-16,11.0,114.0,12.0,12.0,62.0,16.0,1.0,1.0,2.0,0.0,62.0,36.0,14.0
563,2020-07-17,7.0,210.0,47.0,15.0,62.0,36.0,4.0,2.0,2.0,2.0,56.0,65.0,16.0
564,2020-07-18,11.0,212.0,25.0,8.0,54.0,59.0,5.0,3.0,7.0,1.0,56.0,60.0,14.0
565,2020-07-19,14.0,266.0,53.0,27.0,47.0,34.0,8.0,3.0,2.0,4.0,40.0,87.0,13.0
566,2020-07-20,15.0,146.0,20.0,3.0,31.0,31.0,6.0,9.0,4.0,0.0,43.0,43.0,15.0
567,2020-07-21,4.0,160.0,18.0,30.0,68.0,36.0,8.0,1.0,0.0,0.0,24.0,50.0,15.0
568,2020-07-22,8.0,137.0,6.0,15.0,73.0,36.0,4.0,0.0,3.0,0.0,62.0,47.0,16.0
569,2020-07-23,4.0,196.0,9.0,10.0,53.0,20.0,5.0,1.0,2.0,0.0,47.0,70.0,14.0
570,2020-07-24,7.0,160.0,18.0,18.0,72.0,36.0,4.0,6.0,2.0,0.0,36.0,56.0,16.0
571,2020-07-25,12.0,205.0,44.0,17.0,53.0,37.0,9.0,11.0,5.0,0.0,33.0,73.0,14.0
572,2020-07-26,10.0,221.0,52.0,23.0,39.0,42.0,5.0,3.0,0.0,0.0,32.0,87.0,13.0
573,2020-07-27,8.0,130.0,19.0,13.0,37.0,45.0,2.0,3.0,6.0,4.0,29.0,54.0,15.0
574,2020-07-28,10.0,158.0,10.0,10.0,50.0,37.0,3.0,12.0,0.0,4.0,40.0,58.0,14.0
575,2020-07-29,12.0,203.0,26.0,20.0,51.0,46.0,2.0,0.0,2.0,0.0,39.0,61.0,16.0
576,2020-07-30,11.0,181.0,19.0,18.0,61.0,47.0,5.0,5.0,0.0,0.0,52.0,62.0,15.0
577,2020-07-31,16.0,159.0,31.0,15.0,34.0,50.0,5.0,3.0,2.0,0.0,32.0,91.0,15.0
578,2020-08-01,11.0,125.0,55.0,44.0,68.0,46.0,0.0,4.0,2.0,0.0,38.0,48.0,15.0
579,2020-08-02,10.0,192.0,40.0,23.0,43.0,23.0,0.0,4.0,3.0,1.0,28.0,43.0,15.0
580,2020-08-03,8.0,188.0,54.0,26.0,50.0,38.0,0.0,7.0,3.0,4.0,27.0,57.0,13.0
581,2020-08-04,3.0,27.0,4.0,5.0,8.0,13.0,2.0,0.0,0.0,0.0,7.0,13.0,16.0
582,2020-08-05,2.0,45.0,15.0,3.0,8.0,7.0,1.0,1.0,0.0,0.0,5.0,14.0,16.0
583,2020-08-06,2.0,93.0,4.0,20.0,44.0,15.0,4.0,8.0,2.0,0.0,26.0,41.0,14.0
584,2020-08-07,7.0,182.0,29.0,23.0,47.0,43.0,5.0,4.0,3.0,0.0,32.0,69.0,14.0
585,2020-08-08,13.0,214.0,46.0,21.0,53.0,52.0,0.0,3.0,8.0,4.0,61.0,92.0,15.0
586,2020-08-09,10.0,159.0,21.0,27.0,61.0,38.0,2.0,3.0,4.0,1.0,31.0,65.0,15.0
587,2020-08-10,7.0,94.0,28.0,25.0,65.0,31.0,4.0,2.0,6.0,0.0,27.0,32.0,14.0
588,2020-08-11,4.0,51.0,9.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,21.0,16.0,16.0
589,2020-08-12,4.0,97.0,52.0,39.0,58.0,45.0,6.0,4.0,3.0,0.0,26.0,54.0,15.0
590,2020-08-13,6.0,170.0,31.0,23.0,58.0,45.0,1.0,2.0,3.0,0.0,29.0,62.0,15.0
591,2020-08-14,10.0,173.0,41.0,11.0,53.0,31.0,3.0,3.0,6.0,2.0,44.0,76.0,16.0
592,2020-08-15,13.0,222.0,63.0,14.0,28.0,44.0,5.0,4.0,4.0,0.0,55.0,87.0,14.0
593,2020-08-16,10.0,241.0,57.0,17.0,36.0,54.0,10.0,7.0,0.0,0.0,60.0,76.0,15.0
594,2020-08-17,10.0,122.0,23.0,10.0,56.0,32.0,5.0,5.0,0.0,0.0,30.0,36.0,14.0
595,2020-08-18,9.0,159.0,35.0,15.0,55.0,25.0,2.0,3.0,9.0,0.0,49.0,52.0,15.0
596,2020-08-19,13.0,178.0,32.0,22.0,37.0,31.0,6.0,3.0,2.0,0.0,35.0,60.0,14.0
597,2020-08-20,6.0,128.0,35.0,13.0,44.0,31.0,6.0,2.0,9.0,3.0,45.0,65.0,15.0
598,2020-08-21,11.0,153.0,33.0,28.0,47.0,56.0,7.0,8.0,2.0,0.0,33.0,66.0,16.0
599,2020-08-22,6.0,186.0,46.0,6.0,43.0,64.0,2.0,3.0,0.0,0.0,47.0,76.0,15.0
600,2020-08-23,7.0,240.0,44.0,14.0,54.0,30.0,2.0,7.0,5.0,0.0,34.0,55.0,15.0
601,2020-08-24,5.0,128.0,14.0,21.0,52.0,35.0,0.0,2.0,3.0,0.0,42.0,29.0,15.0
602,2020-08-25,5.0,106.0,15.0,23.0,48.0,20.0,4.0,5.0,0.0,2.0,40.0,37.0,15.0
603,2020-08-26,6.0,126.0,24.0,15.0,75.0,30.0,4.0,9.0,8.0,0.0,39.0,35.0,14.0
604,2020-08-27,8.0,146.0,21.0,25.0,47.0,24.0,2.0,10.0,5.0,5.0,18.0,45.0,15.0
605,2020-08-28,9.0,191.0,62.0,25.0,71.0,74.0,0.0,2.0,5.0,5.0,40.0,82.0,15.0
606,2020-08-29,6.0,193.0,42.0,25.0,45.0,55.0,5.0,20.0,4.0,0.0,46.0,60.0,14.0
607,2020-08-30,9.0,179.0,39.0,23.0,32.0,34.0,3.0,5.0,0.0,3.0,27.0,47.0,12.0
608,2020-08-31,4.0,124.0,8.0,12.0,76.0,20.0,5.0,8.0,0.0,0.0,37.0,48.0,15.0
609,2020-09-01,9.0,142.0,62.0,41.0,33.0,23.0,12.0,5.0,0.0,2.0,31.0,40.0,14.0
610,2020-09-02,6.0,185.0,91.0,8.0,48.0,36.0,0.0,11.0,5.0,0.0,32.0,45.0,11.0
611,2020-09-03,8.0,111.0,44.0,21.0,55.0,32.0,13.0,2.0,3.0,6.0,28.0,35.0,13.0
612,2020-09-04,3.0,28.0,8.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,3.0,9.0,14.0
613,2020-09-05,6.0,53.0,4.0,6.0,7.0,14.0,4.0,0.0,0.0,2.0,4.0,13.0,19.0
614,2020-09-06,5.0,117.0,17.0,17.0,60.0,33.0,8.0,3.0,0.0,0.0,32.0,30.0,16.0
615,2020-09-07,11.0,146.0,25.0,11.0,70.0,34.0,4.0,13.0,5.0,4.0,39.0,44.0,14.0
616,2020-09-08,9.0,201.0,49.0,22.0,35.0,64.0,3.0,2.0,4.0,0.0,47.0,76.0,14.0
617,2020-09-09,9.0,155.0,24.0,20.0,44.0,54.0,5.0,10.0,6.0,3.0,30.0,48.0,15.0
618,2020-09-10,15.0,153.0,36.0,42.0,47.0,46.0,3.0,6.0,4.0,5.0,31.0,57.0,15.0
619,2020-09-11,7.0,67.0,35.0,22.0,45.0,35.0,3.0,4.0,0.0,0.0,20.0,27.0,12.0
620,2020-09-12,7.0,59.0,43.0,30.0,43.0,28.0,5.0,7.0,0.0,0.0,35.0,26.0,13.0
621,2020-09-13,13.0,293.0,55.0,23.0,93.0,56.0,0.0,12.0,1.0,5.0,47.0,87.0,14.0
622,2020-09-14,14.0,126.0,12.0,20.0,69.0,17.0,7.0,5.0,4.0,1.0,37.0,54.0,14.0
623,2020-09-15,5.0,142.0,22.0,22.0,56.0,39.0,11.0,8.0,4.0,0.0,59.0,64.0,13.0
624,2020-09-16,5.0,158.0,23.0,32.0,56.0,41.0,0.0,3.0,2.0,2.0,46.0,53.0,14.0
625,2020-09-17,3.0,141.0,23.0,21.0,73.0,47.0,8.0,11.0,9.0,2.0,41.0,44.0,14.0
626,2020-09-18,10.0,172.0,8.0,24.0,62.0,25.0,4.0,5.0,2.0,1.0,48.0,42.0,15.0
627,2020-09-19,10.0,218.0,45.0,29.0,48.0,42.0,5.0,10.0,0.0,4.0,43.0,47.0,16.0
628,2020-09-20,13.0,235.0,80.0,17.0,64.0,38.0,0.0,15.0,3.0,0.0,24.0,58.0,12.0
629,2020-09-21,15.0,125.0,32.0,22.0,40.0,39.0,4.0,4.0,6.0,0.0,21.0,48.0,15.0
630,2020-09-22,4.0,134.0,14.0,19.0,52.0,38.0,7.0,8.0,0.0,2.0,27.0,24.0,14.0
631,2020-09-23,6.0,106.0,19.0,22.0,28.0,27.0,0.0,3.0,0.0,4.0,30.0,30.0,14.0
632,2020-09-24,12.0,126.0,46.0,20.0,61.0,40.0,2.0,2.0,3.0,0.0,34.0,49.0,15.0
633,2020-09-25,12.0,127.0,44.0,34.0,62.0,32.0,4.0,7.0,0.0,0.0,29.0,48.0,14.0
634,2020-09-26,15.0,174.0,39.0,25.0,44.0,47.0,2.0,9.0,10.0,0.0,8.0,71.0,15.0
635,2020-09-27,6.0,178.0,44.0,12.0,28.0,53.0,2.0,12.0,7.0,3.0,32.0,54.0,14.0
636,2020-09-28,4.0,131.0,25.0,22.0,57.0,27.0,2.0,8.0,4.0,0.0,30.0,49.0,13.0
637,2020-09-29,9.0,107.0,32.0,23.0,54.0,28.0,3.0,9.0,3.0,0.0,42.0,38.0,14.0
638,2020-09-30,9.0,113.0,18.0,18.0,39.0,43.0,4.0,5.0,5.0,0.0,39.0,30.0,16.0
639,2020-10-01,11.0,136.0,80.0,36.0,62.0,30.0,4.0,9.0,0.0,2.0,37.0,41.0,15.0
640,2020-10-02,2.0,85.0,33.0,33.0,38.0,19.0,2.0,4.0,3.0,0.0,28.0,10.0,14.0
641,2020-10-03,7.0,96.0,14.0,15.0,32.0,27.0,6.0,4.0,2.0,0.0,48.0,34.0,14.0
642,2020-10-04,6.0,40.0,9.0,5.0,10.0,21.0,0.0,0.0,2.0,0.0,9.0,17.0,16.0
643,2020-10-05,4.0,29.0,11.0,6.0,3.0,4.0,0.0,0.0,2.0,0.0,2.0,7.0,14.5
644,2020-10-06,4.0,75.0,6.0,17.0,37.0,15.0,0.0,2.0,0.0,0.0,36.0,25.0,15.0
645,2020-10-07,10.0,183.0,32.0,22.0,50.0,46.0,2.0,2.0,4.0,8.0,47.0,56.0,17.0
646,2020-10-08,7.0,171.0,26.0,20.0,48.0,25.0,24.0,3.0,0.0,0.0,36.0,46.0,15.0
647,2020-10-09,10.0,135.0,21.0,21.0,55.0,36.0,8.0,2.0,6.0,0.0,25.0,65.0,14.0
648,2020-10-10,4.0,191.0,40.0,23.0,30.0,37.0,5.0,2.0,0.0,0.0,56.0,48.0,15.0
649,2020-10-11,1.0,74.0,41.0,22.0,33.0,14.0,6.0,3.0,0.0,0.0,27.0,27.0,15.0
650,2020-10-12,6.0,82.0,41.0,39.0,40.0,18.0,2.0,3.0,1.0,0.0,39.0,32.0,13.0
651,2020-10-13,9.0,96.0,23.0,35.0,62.0,27.0,3.0,10.0,0.0,0.0,32.0,22.0,12.0
652,2020-10-14,7.0,118.0,28.0,28.0,46.0,32.0,2.0,2.0,2.0,0.0,27.0,41.0,14.0
653,2020-10-15,2.0,128.0,34.0,21.0,40.0,26.0,7.0,19.0,0.0,0.0,28.0,41.0,14.0
654,2020-10-16,5.0,140.0,46.0,26.0,71.0,42.0,2.0,4.0,7.0,0.0,46.0,53.0,16.0
655,2020-10-17,9.0,204.0,56.0,17.0,45.0,39.0,8.0,10.0,8.0,0.0,32.0,56.0,15.0
656,2020-10-18,7.0,135.0,58.0,21.0,38.0,40.0,4.0,2.0,0.0,5.0,19.0,62.0,16.0
657,2020-10-19,4.0,116.0,24.0,20.0,52.0,24.0,7.0,2.0,2.0,0.0,20.0,32.0,15.0
658,2020-10-20,5.0,118.0,51.0,33.0,56.0,52.0,5.0,2.0,4.0,0.0,21.0,41.0,14.0
659,2020-10-21,10.0,84.0,39.0,28.0,42.0,43.0,6.0,2.0,4.0,0.0,25.0,28.0,14.0
660,2020-10-22,4.0,141.0,47.0,33.0,41.0,48.0,0.0,13.0,10.0,0.0,29.0,69.0,15.0
661,2020-10-23,6.0,138.0,62.0,34.0,38.0,41.0,6.0,0.0,2.0,0.0,23.0,71.0,14.0
662,2020-10-24,9.0,171.0,52.0,18.0,47.0,51.0,9.0,4.0,0.0,10.0,28.0,62.0,15.0
663,2020-10-25,6.0,110.0,63.0,25.0,26.0,33.0,2.0,6.0,5.0,1.0,13.0,38.0,17.0
664,2020-10-26,9.0,60.0,17.0,21.0,42.0,12.0,4.0,4.0,1.0,2.0,20.0,24.0,14.0
665,2020-10-27,2.0,105.0,37.0,21.0,49.0,36.0,0.0,4.0,0.0,2.0,58.0,38.0,14.5
666,2020-10-28,7.0,93.0,40.0,29.0,41.0,16.0,4.0,6.0,5.0,0.0,21.0,22.0,16.0
667,2020-10-29,12.0,187.0,75.0,63.0,70.0,32.0,0.0,11.0,0.0,1.0,32.0,57.0,16.0
668,2020-10-30,10.0,49.0,36.0,18.0,14.0,26.0,4.0,0.0,3.0,0.0,17.0,18.0,14.0
669,2020-10-31,7.0,65.0,11.0,6.0,11.0,26.0,7.0,0.0,0.0,0.0,11.0,10.0,15.0
670,2020-11-01,9.0,195.0,67.0,15.0,52.0,38.0,9.0,9.0,0.0,0.0,48.0,68.0,14.0
